frame,timestamp_ms,landmark_id,x_norm,y_norm,z_norm,visibility,x_px,y_px
0,0,0,nan,nan,nan,0.0,-1,-1
1,33,0,nan,nan,nan,0.0,-1,-1
2,66,0,nan,nan,nan,0.0,-1,-1
3,100,0,nan,nan,nan,0.0,-1,-1
4,133,0,nan,nan,nan,0.0,-1,-1
5,166,0,nan,nan,nan,0.0,-1,-1
6,200,0,0.014211997389793396,0.6117629408836365,-0.01956728845834732,0.07091747224330902,13,330
6,200,1,0.017994923517107964,0.6179405450820923,-0.0244929026812315,0.07033155113458633,17,333
6,200,2,0.018617786467075348,0.6187977194786072,-0.02469911426305771,0.0675543025135994,17,334
6,200,3,0.018909649923443794,0.6194092035293579,-0.02473348379135132,0.10328786075115204,18,334
6,200,4,0.017373763024806976,0.6159008741378784,-0.022113721817731857,0.07907675951719284,16,332
6,200,5,0.016956061124801636,0.6158236265182495,-0.022331470623612404,0.08090724050998688,16,332
6,200,6,0.01676148921251297,0.6158745884895325,-0.022523509338498116,0.1171884536743164,16,332
6,200,7,0.02032611519098282,0.6252279281616211,-0.0232325978577137,0.09457544982433319,19,337
6,200,8,0.018264250829815865,0.6199849247932434,-0.012373683974146843,0.04888980835676193,17,334
6,200,9,0.014477393589913845,0.614350438117981,-0.013534951955080032,0.04239392653107643,13,331
6,200,10,0.013006314635276794,0.613461971282959,-0.011926067061722279,0.03449225053191185,12,331
6,200,11,0.010668673552572727,0.6393280625343323,-0.019806699827313423,0.7892804145812988,10,345
6,200,12,0.017178833484649658,0.6085848808288574,-0.005868653766810894,0.6279802322387695,16,328
6,200,13,0.02779560536146164,0.6597064733505249,-0.009576473385095596,0.033453118056058884,26,356
6,200,14,0.039112575352191925,0.6598471403121948,-0.01889602281153202,0.026846393942832947,37,356
6,200,15,0.04452153295278549,0.7003697752952576,-0.007713897619396448,0.027010440826416016,42,378
6,200,16,0.058483805507421494,0.7008535861968994,-0.030024131760001183,0.020159324631094933,56,378
6,200,17,0.04866223782300949,0.7099952101707458,-0.013630133122205734,0.041766971349716187,46,383
6,200,18,0.06243804469704628,0.7104577422142029,-0.04485159367322922,0.025335026904940605,59,383
6,200,19,0.047323115170001984,0.711733877658844,-0.02434949204325676,0.04351825639605522,45,384
6,200,20,0.06061863899230957,0.7073202729225159,-0.05106635391712189,0.025371771305799484,58,381
6,200,21,0.04701238125562668,0.708935022354126,-0.011760236695408821,0.04182945191860199,45,382
6,200,22,0.06003793701529503,0.7065507173538208,-0.03524506464600563,0.02689938247203827,57,381
6,200,23,-0.057133838534355164,0.5457023978233337,-0.005610559601336718,0.6062415242195129,-54,294
