step_height_L,step_height_R,step_length_L,step_length_R,pelvis_drop_mean,pelvis_drop_std,trunk_lean_mean,trunk_lean_std,heel_range_L,heel_range_R,step_height_symmetry,step_length_symmetry,knee_L_moving_time_sec,knee_L_still_time_sec,knee_L_moving_fraction,knee_L_still_fraction,knee_L_mean_speed,knee_L_max_speed,knee_L_total_time_sec,knee_R_moving_time_sec,knee_R_still_time_sec,knee_R_moving_fraction,knee_R_still_fraction,knee_R_mean_speed,knee_R_max_speed,knee_R_total_time_sec,knee_L_rom_y,knee_R_rom_y,hip_L_rom_y,hip_R_rom_y,shoulder_L_rom_x,shoulder_R_rom_x,ankle_L_rom_y,ankle_R_rom_y,knee_rom_asym,hip_rom_asym,shoulder_rom_asym,ankle_rom_asym,ankle_L_moving_fraction,ankle_L_still_fraction,ankle_R_moving_fraction,ankle_R_still_fraction,stance_ratio_L,stance_ratio_R,stance_ratio_asym,knee_angle_L_mean,knee_angle_L_std,knee_angle_L_rom,knee_angle_R_mean,knee_angle_R_std,knee_angle_R_rom,hip_angle_L_mean,hip_angle_L_std,hip_angle_L_rom,hip_angle_R_mean,hip_angle_R_std,hip_angle_R_rom,ankle_angle_L_mean,ankle_angle_L_std,ankle_angle_L_rom,ankle_angle_R_mean,ankle_angle_R_std,ankle_angle_R_rom,knee_angle_rom_asym,hip_angle_rom_asym,ankle_angle_rom_asym,step_L_mean_step_time,step_L_std_step_time,step_L_cadence,step_L_mean_stride_time,step_L_std_stride_time,step_L_step_time_cv,step_R_mean_step_time,step_R_std_step_time,step_R_cadence,step_R_mean_stride_time,step_R_std_stride_time,step_R_step_time_cv,step_time_asym,cadence_asym,step_width_mean,step_width_std
0.3745401188473625,0.020584494295802447,0.6118528947223795,0.6075448519014384,0.4973005550524132,0.04424625102595975,0.564816793878959,0.1654490124263246,0.7607850486168974,0.3143559810763267,0.9296976523425731,0.3180034749718639,0.1198653673336828,0.49724850589238545,0.1448948720912231,0.6335297107608947,0.18986731378677346,0.8172222002012158,0.7259556788702394,0.1014715428660321,0.3253996981592677,0.9730105547524456,0.2807723624408558,0.594647524914709,0.570061170089365,0.35949115121975517,0.7019668772577033,0.2865412521282844,0.6228904758190003,0.7951861947687037,0.15643704267108605,0.4196000624277899,0.4741738290873252,0.3746126146264712,0.9402302414249576,0.19579113478929644,0.8144684825889358,0.7506147516408583,0.7508710677914974,0.9053819764192637,0.6725184560770384,0.3509150125520787,0.7062422271564962,0.37625958553091576,0.05630327568183735,0.5448184963620833,0.2921571559615501,0.46369840493998216,0.32031706573032837,0.2074097511688326,0.8496473906774115,0.5664628023959183,0.06700761422532037,0.3922440450997323,0.15932351212896906,0.09094004219957241,0.17701048427674682,0.36005489840148286,0.309127385765148,0.10717201133977605,0.837428327014513,0.14188795289936224,,0.11203890216805235,0.5716126894698998,0.28863055324025577,0.7012585618428882,0.41530970389386457,0.1397723766262895,0.740242784432789,0.1919456106866057,0.6200727559285135,0.5957959651492784,0.3600182682730372,0.4620058036441327,0.5962018463473426,0.4924205994811673,0.8028534485980114,0.22460482293998196,0.013094456588333636,0.5027858583825893,0.3877638083475053
0.9507143064099162,0.9699098521619943,0.13949386065204183,0.17052412368729153,0.2884578142088199,0.0979914312095726,0.4229835439167367,0.03177917514301182,0.5612771975694962,0.5085706911647028,0.808120379564417,0.11005192452767676,0.33761517140362796,0.30087830981676966,0.489452760277563,0.5357746840747585,0.5137125949612055,0.5552008115994623,0.8971102599525771,0.6635017691080558,0.7464914051180241,0.3930977246667604,0.02431596643145384,0.4854342174686255,0.09717649377076854,0.29359184426449336,0.795792669436101,0.5908332605690108,0.085347464993768,0.2708322512620742,0.25024289816459533,0.24773098950115746,0.09783416065100148,0.6258599157142364,0.575474177875879,0.06936130087516545,0.28185477477339993,0.806834739267264,0.7545428740846823,0.09128667678613356,0.75237452943768,0.11706701642760586,0.08134878064189976,0.08350071669866876,0.11881791626807192,0.502518480156359,,0.3533522280260528,0.5983838343013012,0.13670353596535312,0.24734810174319766,0.3503026926886893,0.014391338156669486,0.43747492202372906,0.4888904602206762,0.1728336416619316,0.08870253375705561,0.5427959821468444,0.1844568197848862,,0.6763279513898901,0.18154114819931755,0.16068137325955567,0.39785559904574164,0.2799790936602842,0.5812382214226123,0.38462162609537026,0.4825134553332563,0.7952673118598902,0.4183849253956897,0.2717764305569943,,0.5667324210573896,0.32057381644264865,0.9472833396118153,0.5447768048558262,0.41944904322296706,0.004632023004602859,0.4524395161326934,0.6635373720167106,0.49517498257799936,0.2266444173740138
0.7319939418114051,0.8324426408004217,0.29214464853521815,0.06505159298527952,0.6645089824206378,0.022613644455269033,0.3646155999388082,0.1554911608578311,0.770967179954561,0.907566473926093,0.6334037565104235,0.22793516254194168,0.9429097039125192,0.2848404943774676,0.9856504541106007,0.0902897700544083,0.287539257254779,0.5296505783560065,0.8870864242651173,0.005061583846218687,,0.8920465551771133,0.6454722959071678,0.330641256386319,0.6150072266991697,0.8093611554785136,0.8900053418175663,,0.0516817211686077,0.4389714207056361,0.5492266647061205,0.3559726786512616,0.49161587511683236,0.5031362585800877,0.3881699262065219,0.10077800137742665,0.11816482762165625,0.9905051420006733,0.10312386883593261,0.31931363759041487,,0.14299168205283586,0.08483771408519192,0.7771469159274368,0.11752624677710488,0.5195352197097663,0.022723190170728935,0.5836561118508721,0.23595335859587158,0.028187748325463557,0.4505441353100935,0.8102303951045047,0.3775686278368095,0.9041586944937484,,0.4483942049530059,0.12063587110060081,0.477534390061834,0.23126735806657395,0.5326172664550232,0.49840547173667654,0.3229586206658006,0.18656702405130576,0.9694704332753689,0.7694929331919369,0.1543627152742023,0.6671384224130283,,0.20162732004774453,0.0923750929644292,,0.8938925830509576,0.7075079888515798,0.34697422223355,0.1533514031160802,0.3419051089109376,0.06233134060163342,0.3334991716911442,0.14085702037979986,0.17803596686975143,0.539616952153571,0.26219513466379
0.5986584841970366,0.21233911067827616,0.3663618432936917,0.9488855372533332,0.25583127000579553,,0.6223352577681736,0.16259166101337352,0.49379559636439074,0.24929222914887494,0.8714605901877177,0.4271077886262563,0.32320293202075523,0.036886947354532795,0.2420552715115004,0.835302495589238,0.5947184861270363,0.24185229090045168,0.7798755458576239,0.16080805141749865,0.8492234104941779,0.6311386259972629,0.17711067940704894,0.19703055506282707,0.9900538501042633,0.8101133946791808,0.3379951568515358,0.03734818874921442,0.531354631568148,0.07845638134226596,0.7145959227000623,0.7578461104643691,0.4734717707805657,0.8564898411883223,0.6432882184423532,0.018221825651549728,0.6967371653641506,0.4126176769114265,0.9025529066795667,0.9500619670508049,0.7896181427945539,0.7615106317174722,0.9866395785011755,0.558404249735805,0.6492103021160636,0.34539804322890666,0.14048159479611516,0.07773463696498484,0.8662917531708707,0.4323611881275266,0.12915941515149498,0.5231349268585718,0.31015477567673233,0.34825546702330035,0.4934610503811814,,0.46077876803272577,0.4558060800933554,0.37373546906687827,0.24247050363472966,0.7959888277780052,0.28538915233445594,0.2850951686938471,0.8655071258939803,,0.4811401018548175,0.27405862906847633,0.36543373760182213,0.1636559428657045,0.29838273781651914,0.31211899795699605,0.7885972112245307,0.3979967202290506,0.2713622216737981,0.5862298320167972,0.5942936714271991,0.46042094130868616,0.3981686935909433,0.1763869865062233,0.9610703174694551,,
0.15601864044243652,0.18182496720710062,0.45606998421703593,0.9656320330745594,0.5417727190009511,0.194338644844741,0.7061999044991902,0.36480308916903204,0.5227328293819941,0.41038292303562973,0.8036720768991145,,0.5187906217433661,0.6095643339798968,0.6721355474058786,0.32078006497173583,0.31611515315323935,0.09310276780589921,0.6420316461542878,0.5487337893665861,0.6576128923003434,0.7948113035416484,,0.4106970095865958,0.14008401523652403,0.8670723185801037,0.375582952639944,0.8226005606596583,0.5406351216101065,0.02535074341545751,,0.014393488629755868,0.17320186991001518,0.658693631618945,0.45825289049151663,0.0944429607559284,0.628942846779884,0.37201808579278317,0.5052523724478571,0.9506071469375561,,0.6182180633162611,0.3742707957561203,0.4242220092469763,0.7460448792654233,0.5049020348517885,0.47520574203827937,0.9743948076661665,0.7358880241442574,0.4064505045650388,0.9540510272587224,0.7358594368127653,0.3520398840496118,0.5139894891598108,0.08651157999202463,0.3337788692605136,0.2063337184057925,0.6228333400086851,0.01834160144529895,0.26924323094938096,0.5154736615295237,0.17804836294892312,0.17337359529475482,0.8170720709492799,0.3236792364042437,0.5325894325515859,0.6059608355830566,0.4691702284105189,0.16426579793099294,0.12584161579482883,0.058449020354182035,0.15167487973275118,0.44602501294132574,0.12589952945347638,0.505888678884466,0.8764048992950068,0.43494818103106414,0.5373956029379229,0.49836777273947974,,0.38526759862395277,0.200381530437663
0.15599452033620265,0.18340450985343382,0.7851759613930136,0.8083973481164611,0.10806597522404487,0.13567451588694796,0.6862560238232397,0.31877873567760656,0.42754101835854963,0.7555511385430487,0.18657005888603584,0.8607305832563434,0.7030189588951778,0.5026790232288615,0.7616196153287176,0.18651851039985423,0.8099868810035079,0.8972157579533268,0.08413996499504883,0.6918951976926933,0.5683086033354716,0.5026370931051921,0.9539285770025874,0.6712797588646945,0.5183296523637367,0.9132405525564713,0.093981939840869,0.3601906414112629,0.6374299014982066,0.9626484146779251,0.27993389694594284,0.11607264050691624,0.43385164923797304,0.1629344270814297,0.5456167893159349,0.6830067734163568,0.877472013527053,0.7764129607419968,0.8264574661077416,0.5734378881232861,0.49442030470258147,0.10112267612279024,0.3706421470668909,0.906354385094736,,0.5995996582490899,0.44513189194545816,0.9862107444796029,0.40616486957905906,0.4998588366430653,0.60617463445088,0.5135036962820217,0.10648208075445537,,,0.08615993560081492,0.36426986104807546,0.651501542009461,0.12621847217201038,0.37728416310462265,0.32774315973434726,0.49325762439648985,0.8967654246264252,0.25790282704493983,0.4254364386164168,0.05182353682242691,0.7883137241315801,0.09061653308283008,,0.42969730319173827,0.46991606180673756,0.31172206779554823,0.3042472568435385,0.17284799675195972,0.6114542354346478,0.7690840092309956,0.25941902856303606,0.9198556164127605,0.4189254495045479,0.41462412372702373,0.3906282117519216,0.27982016565410894
0.05808361216819946,0.3042422429595377,0.19967378215835974,0.3046137691733707,0.23436279022031387,0.41436875457596467,0.3321564953554723,0.44360637128816327,,0.22879816549162246,0.8925589984899778,0.006952130531190703,0.363629602379294,0.05147875124998935,0.23763754399239967,0.040775141554763916,0.34334934153275254,0.9004180571633305,0.16162871409461377,0.6519612595026005,,0.5769038846263591,0.9148643902204485,0.5428187488260408,0.8773730719279554,0.5113423988609378,,0.12706051265188478,0.7260913337226615,0.8359801205122058,0.9548652806631941,0.04600264202175275,0.39850473439737344,0.07056874740042984,0.9414648087765252,0.07118864846022899,0.7350710438038858,0.34080354025301784,0.32004960103061175,0.6318372121697993,0.057558760016644284,0.08410680611499743,0.8127995672575026,0.11119748230615134,0.9621725484745419,0.7902287215590084,0.22782837639285647,0.6981617140197451,0.1573730941818245,0.4983184185369527,0.22864280550346272,0.9121495849763974,0.06818573779338488,0.39654278232127016,0.23910609989902937,0.09614450940433539,0.5034172708548569,0.3938997704778945,0.3566747929422762,0.02007119777772637,0.8046248154539315,0.3028874096784436,,,0.507610378684455,,0.0056710999745421264,0.03324813368338875,0.6651972206962001,0.5036836758379103,0.31385402653570893,0.24848913981446574,0.4111413479847777,0.09079885840071283,0.01811018382084051,0.8186373253278794,0.2956377178724646,0.34634599436596125,,0.08534966807864386,0.49344934595680034,0.07762012296535625
0.8661761457749352,0.5247564316322378,0.5142344384136116,0.09767211400638387,0.5393722471738247,0.17837666334679464,0.43815752482975706,0.23610746258097465,0.10789142699330445,0.07697990982879299,0.5393422419156507,0.5107473025775657,0.9717820827209607,0.27864646423661144,0.7282163486118596,0.5908929431882418,0.4355876967588649,0.6331014572732679,0.8985541885270792,0.22426930946055978,,0.4925176938188639,,0.2508522442576024,0.7407686177542044,0.5015162946871996,0.035942273796742086,0.5222432600548044,0.9758520794625346,0.695974206093698,0.7378969166957685,0.040728802318970136,0.6158500980522165,0.6424192782063156,0.38610263780077425,0.3189756302937613,0.8034809303848486,0.9307573256035647,0.8955232284962005,0.44844552197831977,0.5495288823237355,0.70096913145912,0.9472485773838587,0.49262510429085915,0.37487057952370406,0.6918541652170414,0.31006629890076837,0.5360963663441204,0.7707744748330826,0.2777158528013137,0.6717006844058567,0.851068168488641,0.007272332833940964,0.6220867002278735,0.6339345097660077,0.02043430813323943,0.6903948286293653,0.384836351871064,0.44760341884359967,0.3220791655831783,0.6077820087369318,0.11861339586799724,0.5245113895702547,0.668643219924431,0.24240973241508024,0.13441467693897424,0.34062094890590466,0.3705603246450295,,0.8352874624550566,0.16745280732854306,0.743946292572677,0.5754600986089704,0.45422528066681417,0.8721239089441515,0.397756864713763,0.19950135193506513,0.3469532018962277,0.3623938991166331,0.9968742518459474,0.391315045773247,0.09096406524763556
0.6011150117432088,0.43194501864211576,0.5924145688620425,0.6842330265121569,0.6476933159990821,0.14046725484369038,0.5662526862807128,0.05979712296915085,0.03142918568673425,0.289751452913768,0.8074401551640625,0.417411003148779,0.9624472949421112,0.9082658859666537,0.3677831327192532,0.6775643618422824,0.662703443473934,0.3390297910487007,,0.7121792213475359,0.26520236768172545,0.1952429877980445,0.015456616528867428,0.5346361851702364,,0.7982951789667752,0.46559801813246016,0.7699935530986108,0.5163003483011953,0.4089529444142699,0.5543540525114007,0.8554605840110072,0.6350936508676438,0.026511310541621813,0.9611905638239142,0.8448753109694546,0.2820345725713065,0.8584127518430118,0.3892016787341631,0.29321077169806453,0.441530501373377,0.07276300636419353,0.9860010638228709,0.011353644767419069,0.28571208628186073,0.9306364915023113,0.13869059149056634,0.30952761628632774,0.47709203094947644,0.38449370759025525,0.6181282404578958,0.4502071703041853,0.1752937794032985,0.8623637087467452,0.5733196492193696,0.08446753153608227,0.039312139841098936,0.4449896605696712,,0.21144800699654465,0.2925507691347087,0.05089123631020187,0.4103968269896615,0.9293759891275858,0.11483682473920354,,0.615414425436108,0.28723655658995595,0.3588304841235025,0.5653854747528325,0.06963603633169363,0.03353243473577938,0.6513977233290704,0.29169589738306023,0.9321182824836124,0.3020790359482838,0.027380819411015667,0.7375012481097484,0.5805883502780435,0.5021950103312426,0.3574308434645671,0.43089281050675865
0.7080725777960455,0.2912291401980419,0.046450412719997725,0.4401524937396013,0.534273656237994,0.27134804157912423,0.6951090254244718,0.3566223936114975,,0.16122128725400442,0.8960912999234932,0.22210781047073025,0.25178229582536416,0.23956189066697242,0.6323058305935795,,0.25382713671320895,0.3492095746126609,0.009197051616629648,0.23724908749680007,0.24398964337908358,0.7224521152615053,0.9283185625877254,0.5770634759457673,0.7024840839871093,0.6499639307777652,0.5426446347075766,0.21582102749684318,0.32295647294124596,0.17329432007084578,,0.7036578593800237,0.04530400977204452,0.5857755812734633,0.9053506419560637,0.023271935735825866,0.17743954377972282,0.42899402737501835,0.01083765148029836,0.32866454536991596,0.8877041827582998,0.8218600592903562,0.7533781852589416,0.46866064199412627,0.8685991281894603,0.3465304874223901,0.09406057986188066,0.8137950197069487,0.7475632623946924,0.472382864941214,0.3581627180328405,0.6943141901908711,0.29495884342731654,0.9495206236576421,0.31202404273452894,0.1392951695159793,,0.039615767052883,0.2660567426326578,0.32749735217791465,0.4619322643832784,0.07642956959216601,0.9823786169086064,0.5567628930139298,0.6106200424416326,0.9899602323899452,0.4593909227914015,0.42091438837913603,0.8772005408131083,0.45617989423822713,0.397012594635148,0.5698896848713165,0.31556693516447487,,0.5651331835892089,0.4748426159800704,0.16759862082295046,0.45221794088980716,0.6322642879195304,0.5953850173200438,0.5212860455383793,0.47305773106681637
